,Id,ActivityDay,Calories
822,8378563200,2016-04-16,3363
823,8378563200,2016-04-17,2572
824,8378563200,2016-04-18,4157
825,8378563200,2016-04-19,4092
826,8378563200,2016-04-20,3787
827,8378563200,2016-04-21,4236
828,8378563200,2016-04-22,4044
829,8378563200,2016-04-23,2908
830,8378563200,2016-04-24,2741
831,8378563200,2016-04-25,4005
832,8378563200,2016-04-26,3763
833,8378563200,2016-04-27,3061
834,8378563200,2016-04-28,2884
835,8378563200,2016-04-29,2982
836,8378563200,2016-04-30,2660
837,8378563200,2016-05-01,3369
838,8378563200,2016-05-02,3491
839,8378563200,2016-05-03,3784
840,8378563200,2016-05-04,3110
841,8378563200,2016-05-05,3783
842,8378563200,2016-05-06,3644
843,8378563200,2016-05-07,2799
844,8378563200,2016-05-08,2685
845,8378563200,2016-05-09,3721
846,8378563200,2016-05-10,3586
847,8378563200,2016-05-11,3788
848,8378563200,2016-05-12,1976
849,8583815059,2016-04-12,2650
850,8583815059,2016-04-13,2654
851,8583815059,2016-04-14,2443
852,8583815059,2016-04-15,2505
853,8583815059,2016-04-16,2693
854,8583815059,2016-04-17,2439
855,8583815059,2016-04-18,2536
856,8583815059,2016-04-19,2668
857,8583815059,2016-04-20,2647
858,8583815059,2016-04-21,2883
859,8583815059,2016-04-22,2944
860,8583815059,2016-04-23,3012
861,8583815059,2016-04-24,2889
862,8583815059,2016-04-25,2547
863,8583815059,2016-04-26,3093
864,8583815059,2016-04-27,3142
865,8583815059,2016-04-28,2757
866,8583815059,2016-04-29,3513
867,8583815059,2016-04-30,3164
868,8583815059,2016-05-01,2596
869,8583815059,2016-05-02,2894
870,8583815059,2016-05-03,3212
871,8583815059,2016-05-04,2516
872,8583815059,2016-05-05,3266
873,8583815059,2016-05-06,2683
874,8583815059,2016-05-07,2810
875,8583815059,2016-05-08,2940
876,8583815059,2016-05-09,2947
877,8583815059,2016-05-10,2846
878,8583815059,2016-05-11,2804
879,8583815059,2016-05-12,0
880,8792009665,2016-04-12,2044
881,8792009665,2016-04-13,1934
882,8792009665,2016-04-14,1963
883,8792009665,2016-04-15,2009
884,8792009665,2016-04-16,1721
885,8792009665,2016-04-17,1688
886,8792009665,2016-04-18,1688
887,8792009665,2016-04-19,1688
888,8792009665,2016-04-20,2188
889,8792009665,2016-04-21,1720
890,8792009665,2016-04-22,2419
891,8792009665,2016-04-23,2748
892,8792009665,2016-04-24,1799
893,8792009665,2016-04-25,1688
894,8792009665,2016-04-26,1928
895,8792009665,2016-04-27,2067
896,8792009665,2016-04-28,2780
897,8792009665,2016-04-29,3101
898,8792009665,2016-04-30,2896
899,8792009665,2016-05-01,1962
900,8792009665,2016-05-02,2015
901,8792009665,2016-05-03,2297
902,8792009665,2016-05-04,2067
903,8792009665,2016-05-05,1688
904,8792009665,2016-05-06,1688
905,8792009665,2016-05-07,1688
906,8792009665,2016-05-08,1688
907,8792009665,2016-05-09,1688
908,8792009665,2016-05-10,57
909,8877689391,2016-04-12,3921
910,8877689391,2016-04-13,3566
911,8877689391,2016-04-14,3793
912,8877689391,2016-04-15,3934
913,8877689391,2016-04-16,4547
914,8877689391,2016-04-17,3545
915,8877689391,2016-04-18,2761
916,8877689391,2016-04-19,3676
917,8877689391,2016-04-20,3679
918,8877689391,2016-04-21,3659
919,8877689391,2016-04-22,3427
920,8877689391,2016-04-23,3891
921,8877689391,2016-04-24,3455
922,8877689391,2016-04-25,3802
923,8877689391,2016-04-26,2860
924,8877689391,2016-04-27,3808
925,8877689391,2016-04-28,3060
926,8877689391,2016-04-29,2698
927,8877689391,2016-04-30,4398
928,8877689391,2016-05-01,2786
929,8877689391,2016-05-02,2189
930,8877689391,2016-05-03,2817
931,8877689391,2016-05-04,3477
932,8877689391,2016-05-05,3052
933,8877689391,2016-05-06,4015
934,8877689391,2016-05-07,4142
935,8877689391,2016-05-08,2847
936,8877689391,2016-05-09,3710
937,8877689391,2016-05-10,2832
938,8877689391,2016-05-11,3832
939,8877689391,2016-05-12,1849
