,Id,ActivityDay,StepTotal
827,8378563200,2016-04-21,15148
828,8378563200,2016-04-22,12200
829,8378563200,2016-04-23,5709
830,8378563200,2016-04-24,3703
831,8378563200,2016-04-25,12405
832,8378563200,2016-04-26,16208
833,8378563200,2016-04-27,7359
834,8378563200,2016-04-28,5417
835,8378563200,2016-04-29,6175
836,8378563200,2016-04-30,2946
837,8378563200,2016-05-01,11419
838,8378563200,2016-05-02,6064
839,8378563200,2016-05-03,8712
840,8378563200,2016-05-04,7875
841,8378563200,2016-05-05,8567
842,8378563200,2016-05-06,7045
843,8378563200,2016-05-07,4468
844,8378563200,2016-05-08,2943
845,8378563200,2016-05-09,8382
846,8378563200,2016-05-10,6582
847,8378563200,2016-05-11,9143
848,8378563200,2016-05-12,4561
849,8583815059,2016-04-12,5014
850,8583815059,2016-04-13,5571
851,8583815059,2016-04-14,3135
852,8583815059,2016-04-15,3430
853,8583815059,2016-04-16,5319
854,8583815059,2016-04-17,3008
855,8583815059,2016-04-18,3864
856,8583815059,2016-04-19,5697
857,8583815059,2016-04-20,5273
858,8583815059,2016-04-21,8538
859,8583815059,2016-04-22,8687
860,8583815059,2016-04-23,9423
861,8583815059,2016-04-24,8286
862,8583815059,2016-04-25,4503
863,8583815059,2016-04-26,10499
864,8583815059,2016-04-27,12474
865,8583815059,2016-04-28,6174
866,8583815059,2016-04-29,15168
867,8583815059,2016-04-30,10085
868,8583815059,2016-05-01,4512
869,8583815059,2016-05-02,8469
870,8583815059,2016-05-03,12015
871,8583815059,2016-05-04,3588
872,8583815059,2016-05-05,12427
873,8583815059,2016-05-06,5843
874,8583815059,2016-05-07,6117
875,8583815059,2016-05-08,9217
876,8583815059,2016-05-09,9877
877,8583815059,2016-05-10,8240
878,8583815059,2016-05-11,8701
879,8583815059,2016-05-12,0
880,8792009665,2016-04-12,2564
881,8792009665,2016-04-13,1320
882,8792009665,2016-04-14,1219
883,8792009665,2016-04-15,2483
884,8792009665,2016-04-16,244
885,8792009665,2016-04-17,0
886,8792009665,2016-04-18,0
887,8792009665,2016-04-19,0
888,8792009665,2016-04-20,3147
889,8792009665,2016-04-21,144
890,8792009665,2016-04-22,4068
891,8792009665,2016-04-23,5245
892,8792009665,2016-04-24,400
893,8792009665,2016-04-25,0
894,8792009665,2016-04-26,1321
895,8792009665,2016-04-27,1758
896,8792009665,2016-04-28,6157
897,8792009665,2016-04-29,8360
898,8792009665,2016-04-30,7174
899,8792009665,2016-05-01,1619
900,8792009665,2016-05-02,1831
901,8792009665,2016-05-03,2421
902,8792009665,2016-05-04,2283
903,8792009665,2016-05-05,0
904,8792009665,2016-05-06,0
905,8792009665,2016-05-07,0
906,8792009665,2016-05-08,0
907,8792009665,2016-05-09,0
908,8792009665,2016-05-10,0
909,8877689391,2016-04-12,23186
910,8877689391,2016-04-13,15337
911,8877689391,2016-04-14,21129
912,8877689391,2016-04-15,13422
913,8877689391,2016-04-16,29326
914,8877689391,2016-04-17,15118
915,8877689391,2016-04-18,11423
916,8877689391,2016-04-19,18785
917,8877689391,2016-04-20,19948
918,8877689391,2016-04-21,19377
919,8877689391,2016-04-22,18258
920,8877689391,2016-04-23,11200
921,8877689391,2016-04-24,16674
922,8877689391,2016-04-25,12986
923,8877689391,2016-04-26,11101
924,8877689391,2016-04-27,23629
925,8877689391,2016-04-28,14890
926,8877689391,2016-04-29,9733
927,8877689391,2016-04-30,27745
928,8877689391,2016-05-01,10930
929,8877689391,2016-05-02,4790
930,8877689391,2016-05-03,10818
931,8877689391,2016-05-04,18193
932,8877689391,2016-05-05,14055
933,8877689391,2016-05-06,21727
934,8877689391,2016-05-07,12332
935,8877689391,2016-05-08,10686
936,8877689391,2016-05-09,20226
937,8877689391,2016-05-10,10733
938,8877689391,2016-05-11,21420
939,8877689391,2016-05-12,8064
